rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
15438,1.0,127,5,1,0,34,2,29,0,76,7,11,5,1,6,5,7,1,1190.19
15449,0.681,297,4,0,0,32,0,48,0,62,5,5,4,3,2,1,20,1,1205.0
15483,0.034,119,5,1,1,32,1,42,1,76,5,5,4,1,3,2,17,1,3115.84
15508,0.169,492,0,1,0,32,1,59,0,54,5,6,4,3,4,1,16,1,11089.8
15588,0.497,301,0,1,0,32,1,45,0,90,6,17,2,1,7,3,11,0,1204.0
15606,0.75,161,1,0,0,32,0,40,1,73,4,15,5,1,3,3,17,2,1377.76
15621,0.086,70,7,0,0,32,1,31,0,85,5,7,5,1,5,2,4,1,731.2323263
15674,0.95,567,1,0,1,39,0,75,0,50,5,7,2,1,4,2,15,1,2540.81
15681,0.553,304,0,1,0,32,1,45,0,67,5,13,4,3,8,5,18,2,1881.284592
15684,0.583,172,4,1,0,32,1,32,0,51,5,7,4,3,8,4,15,1,539.13
15691,0.243,52,5,0,1,10,1,23,0,100,5,4,4,3,3,2,16,1,4653.87
15695,0.758,400,6,0,1,32,1,57,1,50,5,4,4,3,2,1,16,1,714.489426
15722,0.394,11,3,0,1,32,1,20,0,100,1,7,5,3,1,1,11,1,1004.76
15733,0.833,647,2,1,0,39,0,76,0,50,5,2,4,3,2,1,17,2,310.7981873
15765,0.467,305,2,1,0,29,2,51,0,76,8,13,2,1,3,0,17,1,4099.854381
15773,0.874,513,1,1,0,25,3,61,0,62,5,10,2,1,7,5,14,1,76.58610272
15778,0.5,279,1,1,0,44,2,41,0,50,6,18,2,1,7,3,17,0,1058.620242
15782,1.0,250,2,0,0,32,1,61,0,50,5,8,4,3,6,4,8,1,506.5
15787,0.583,450,3,0,0,32,1,57,0,93,5,6,4,3,4,1,16,1,637.95
15808,1.0,464,1,1,0,32,1,57,0,50,7,12,2,1,6,5,16,1,102.5900302
15818,0.764,356,3,0,0,32,0,48,0,58,5,11,2,1,7,4,16,1,2068.31
15822,0.249,237,5,1,1,32,2,40,0,60,3,15,4,3,7,3,13,1,71.74350453
15840,0.505,314,2,1,0,32,2,44,0,50,5,9,4,3,5,2,16,1,13774.0
15854,0.129,154,3,1,0,32,1,31,0,68,7,8,2,1,3,4,18,1,523.2009063
15869,0.453,582,3,0,0,39,0,80,0,77,5,7,4,3,6,2,16,1,877.56
15888,0.833,93,6,1,0,0,2,26,0,72,5,8,4,3,6,4,17,1,335.3528701
15921,1.0,420,8,1,0,44,2,54,0,50,5,18,4,3,6,3,17,0,464.123565
15941,0.163,379,4,1,0,39,0,63,0,85,5,9,2,1,5,2,10,1,2346.0
15982,0.083,542,3,1,0,39,0,67,0,50,5,8,4,3,5,4,12,1,928.0
16002,0.321,194,3,1,0,32,1,34,1,68,3,9,4,3,6,4,15,0,3746.992749
16014,0.749,297,0,1,1,44,2,47,0,50,5,11,4,3,7,4,12,1,4028.299396
16018,0.579,284,0,0,0,32,0,49,1,85,3,8,4,3,4,4,17,1,2077.99
16021,0.916,331,1,1,0,32,1,45,0,100,2,4,5,3,1,1,9,1,1093.413897
16031,0.502,386,6,0,0,25,0,50,0,50,5,17,4,3,8,3,4,0,1204.0
16066,0.177,300,3,1,0,27,2,49,0,50,8,7,4,1,1,4,18,1,474.2918429
16117,0.833,184,0,1,0,32,1,33,0,50,5,11,2,1,8,4,18,1,5479.146526
16119,0.127,126,2,0,0,32,1,35,0,85,5,8,2,1,5,2,14,1,10544.51601
16121,0.469,360,7,0,1,13,2,50,0,50,5,3,4,3,3,2,16,1,325.9386707
16125,0.707,47,6,0,0,32,1,27,0,95,5,2,4,3,2,2,15,1,3547.692145
16127,0.75,480,4,1,0,32,2,58,0,50,5,7,4,3,5,4,16,1,281.0
16172,0.833,282,2,1,0,27,2,41,0,51,8,10,2,1,3,0,19,1,333.3734139
16185,0.833,446,4,1,0,32,0,55,0,50,5,8,4,3,6,4,6,2,84.83383686
16199,0.542,316,0,1,0,44,2,44,0,50,5,16,2,1,8,3,16,0,1561.97
16206,0.336,509,8,0,1,39,0,66,1,50,5,7,4,3,5,4,17,2,294.0435045
16215,0.25,558,2,1,0,39,0,66,0,50,1,18,5,3,9,3,6,0,1418.610272
16230,0.5,282,1,1,0,30,3,41,0,50,8,5,4,1,1,0,17,0,1665.123263
16253,0.583,59,8,0,1,0,2,23,0,76,5,3,4,3,3,2,19,1,704.37
16265,1.0,75,6,0,1,10,1,25,0,80,5,5,4,3,3,2,16,1,382.0350453
16307,0.307,179,3,1,1,32,0,32,0,100,5,5,4,3,4,2,16,1,6031.42
16364,0.867,186,2,0,0,34,1,33,0,63,5,9,2,1,5,4,14,1,729.16
16385,0.782,517,5,0,0,39,0,63,1,50,5,3,4,3,3,1,4,1,2346.0
16412,0.424,318,2,0,0,32,2,44,0,50,5,4,4,3,4,1,7,1,844.3087613
16413,0.61,180,6,1,1,32,0,35,1,85,5,4,4,3,2,2,13,1,2689.8
16418,0.583,243,0,0,0,0,2,38,0,50,5,14,2,1,8,4,17,1,2666.94
16423,0.87,535,0,0,0,0,1,62,1,53,5,9,4,3,6,2,6,1,3681.36435
16444,0.786,504,2,0,0,39,0,62,0,50,5,8,2,1,5,2,16,2,552.1151057
16450,0.499,469,8,1,0,0,2,58,0,50,7,19,4,3,8,3,8,0,1300.0
16520,0.583,72,2,0,0,32,1,37,0,95,5,6,4,1,4,2,13,2,1204.0
16544,0.75,536,4,0,0,20,0,64,0,50,5,5,4,3,5,2,8,1,292.2407855
16557,0.985,220,1,1,0,34,1,37,0,54,4,10,4,3,5,4,13,1,97.32326284
16583,0.166,177,1,0,0,32,0,36,1,80,5,15,4,3,9,4,16,0,90.4305136
16587,0.107,650,0,0,1,39,0,76,0,93,5,9,4,3,7,4,13,1,361.1329305
16606,0.689,83,5,1,0,10,1,25,0,80,5,4,4,1,3,2,1,1,1512.5
16607,0.333,162,3,1,0,32,1,32,0,57,5,12,2,1,7,4,15,0,89.54682779
16637,0.399,284,4,1,0,34,2,43,0,50,5,10,4,3,7,5,20,1,154.4093656
16644,0.583,450,3,0,0,32,1,57,0,93,5,6,4,3,4,1,16,1,637.95
16649,0.764,228,0,1,0,0,2,37,0,64,0,11,2,1,5,4,4,1,89.24048338
16678,0.228,392,4,0,0,32,1,56,0,55,5,15,4,3,9,3,16,0,535.88
16692,0.583,167,1,1,0,32,1,32,0,64,5,11,2,1,8,4,8,1,94.04773414
16726,0.329,452,8,1,0,38,3,56,0,50,5,13,2,1,8,5,11,0,526.6531722
16770,0.889,12,0,1,1,10,1,19,0,100,5,3,4,3,2,2,19,1,1173.0
16773,0.258,522,2,1,0,34,0,61,0,50,3,13,2,1,6,3,16,0,108.8818731
16784,0.583,264,0,1,0,32,1,40,0,50,6,17,2,1,6,3,15,0,77.75
16785,0.769,167,2,0,1,32,1,32,0,63,1,10,1,3,3,4,7,1,1130.69
16797,0.666,188,5,0,0,32,0,34,1,50,5,5,4,3,3,2,16,2,294.0906344
16805,0.583,289,3,1,0,25,1,46,0,59,8,5,4,1,4,2,18,1,2300.0
16810,0.583,214,8,0,0,32,1,37,0,95,5,6,1,3,4,2,13,1,2774.0
16847,0.388,220,7,1,0,34,1,36,0,50,3,13,5,1,3,3,15,1,1364.234139
16850,0.315,73,2,0,0,10,1,24,0,76,5,5,4,1,4,4,16,2,6079.7
16893,0.249,224,4,1,1,32,1,37,0,57,5,4,4,3,4,2,12,2,211.0241692
16913,0.958,579,4,1,0,39,0,66,0,50,7,11,4,3,8,5,15,1,1056.42
16945,0.833,272,8,1,0,34,0,45,1,80,5,8,4,3,5,4,20,1,663.0
16946,0.471,132,5,1,1,32,1,33,0,60,5,5,4,3,3,1,18,1,7046.192447
16950,0.705,539,2,1,0,39,0,63,0,50,5,11,4,3,5,2,16,2,1314.01
17005,0.293,136,2,1,1,32,1,36,0,64,6,21,4,3,9,3,20,2,39365.02115
17036,0.75,314,4,0,1,32,1,45,0,67,4,11,4,3,5,5,16,1,70.03
17093,0.658,78,1,0,1,32,1,30,0,95,5,3,4,3,3,4,17,1,1365.04713
17128,1.0,467,6,1,0,32,0,57,0,68,5,15,4,3,9,3,8,0,556.6277946
17149,0.833,559,0,1,0,32,2,71,0,95,5,11,4,3,8,5,9,2,4326.52568
17152,0.916,309,3,0,0,32,1,55,0,50,5,3,4,3,3,2,13,1,523.25
17154,0.105,320,1,1,0,0,2,45,0,148,5,16,5,3,9,5,16,0,6003.855589
17178,0.916,473,0,1,0,32,1,60,0,50,5,8,2,1,6,2,20,1,208.89
17207,0.916,228,2,0,1,32,1,37,0,50,7,12,2,1,7,5,9,1,63.50755287
17280,0.083,123,6,1,0,32,0,37,1,95,7,9,4,3,5,5,11,1,1690.13
17288,0.882,378,1,0,0,39,0,58,0,50,5,9,4,3,5,4,17,1,102.5900302
17301,0.275,199,2,1,0,32,2,34,0,54,2,2,5,3,1,1,15,1,268.2634441
17327,1.0,366,2,0,0,39,0,74,0,58,5,7,4,3,6,2,12,1,802.5398792
17334,0.833,205,8,0,0,32,1,49,0,85,5,6,4,3,5,4,18,1,1326.0
17336,0.083,450,4,0,0,32,1,57,0,50,5,6,4,3,4,2,15,1,694.54
17339,0.916,207,8,1,1,32,0,38,0,90,5,4,1,3,3,2,11,1,1326.0
17426,0.833,148,7,0,1,32,1,34,0,51,5,7,1,3,6,4,20,1,1326.0
17437,0.624,243,8,0,0,32,1,41,0,54,5,5,4,3,3,2,13,0,1399.781873
17445,0.916,107,2,0,1,32,1,29,0,80,5,10,4,3,7,4,15,1,1360.876133
17480,0.35,119,8,1,1,32,1,30,0,80,5,2,1,3,2,2,10,1,13870.0
17500,0.457,780,1,1,0,32,0,85,0,76,5,7,4,3,4,2,8,1,2408.0
17505,0.555,73,2,0,1,10,1,24,0,95,1,4,5,3,1,1,16,1,1265.473414
17527,0.5,451,4,0,1,32,1,56,0,50,5,10,4,3,7,5,13,1,75.94984894
17580,0.833,93,6,1,0,0,2,26,0,72,5,8,4,3,6,4,17,1,284.62
17635,0.423,429,2,0,0,32,1,54,0,50,5,10,2,1,5,2,5,1,165.0135952
17672,0.598,72,2,1,1,32,1,28,0,76,7,14,2,1,7,5,19,0,2300.0
17688,0.23,665,5,0,0,39,0,84,1,76,5,5,4,3,4,2,13,1,3819.643505
17704,0.135,299,2,1,0,30,2,43,0,51,6,13,4,3,4,0,16,2,1562.356495
17712,0.833,533,2,0,1,39,0,65,0,52,5,9,4,3,6,4,14,1,132.61
17713,0.749,165,6,1,1,29,2,32,0,67,8,8,4,3,2,0,17,0,78.0
17747,0.583,224,3,0,1,32,1,36,0,68,5,3,4,3,4,2,14,1,1326.0
17812,0.749,362,2,1,0,32,1,48,0,71,5,11,2,1,5,2,12,0,86.45981873
17814,0.536,260,2,0,0,32,1,44,0,50,5,4,4,3,4,2,14,1,211.83
17865,0.42,98,1,1,0,29,0,33,0,68,6,15,2,1,9,5,16,1,98.25407855
17889,0.718,280,2,1,0,32,2,41,0,50,5,9,4,3,7,2,17,0,709.0812689
17951,0.749,484,6,1,0,39,0,62,0,50,2,15,5,3,9,3,13,2,102.5900302
17954,0.971,393,4,0,0,34,0,50,0,50,5,11,2,1,7,4,11,1,610.59
18001,0.833,312,3,1,0,32,1,50,0,52,3,9,4,1,3,4,18,0,347.48
18009,0.333,35,4,0,1,34,1,31,0,95,5,6,4,3,6,2,19,1,213.7223565
18028,0.5,224,3,1,0,28,2,53,0,72,8,11,2,1,2,0,19,1,1204.0
18030,0.685,145,0,0,0,32,1,31,0,100,5,10,4,3,8,4,15,1,492.3190332
18045,0.85,305,6,0,0,32,0,48,1,50,5,15,4,3,6,3,16,0,1173.0
18053,0.583,226,6,0,0,32,0,39,1,84,6,11,4,3,4,5,15,0,1300.0
18069,0.747,362,1,0,0,32,1,51,1,50,3,10,4,3,6,4,13,1,1562.356495
18084,0.617,505,1,0,0,39,0,66,0,50,5,7,4,3,6,4,17,1,12175.23
18102,0.833,315,0,0,0,32,0,52,0,100,5,5,4,3,4,1,16,1,4326.52568
18126,0.916,393,0,0,1,44,2,51,0,57,5,10,4,3,4,2,8,1,353.4743202
18127,0.755,110,4,1,0,32,1,36,0,80,5,9,4,3,8,5,15,1,1028.08
18128,0.461,80,4,0,1,32,0,35,1,80,1,10,4,3,6,4,15,0,1720.01
18144,0.321,196,7,1,0,32,1,38,0,58,5,5,4,3,5,2,13,1,3177.67
18162,0.926,227,3,0,1,32,1,42,0,90,5,9,4,3,7,4,10,1,842.38
18189,0.472,540,2,1,0,34,0,63,0,50,1,8,4,3,7,2,20,1,1173.0
18191,0.583,779,6,1,0,39,0,83,0,54,6,18,4,3,6,3,16,2,1204.0
18216,0.456,58,7,0,1,32,0,24,0,100,5,4,4,3,2,1,11,1,928.0
18219,0.833,282,2,1,0,27,2,41,0,51,8,10,2,1,3,0,19,1,333.3734139
18268,0.166,258,0,0,0,32,0,40,0,51,4,11,4,3,6,4,20,1,872.3
18296,1.0,488,4,1,0,39,0,83,1,66,5,4,4,3,4,2,19,1,603.2864048
18301,0.938,375,0,0,0,32,2,60,0,50,6,18,4,3,8,3,6,2,2764.169184
18319,0.75,408,0,1,0,34,1,52,0,50,5,9,2,1,4,4,20,2,558.4540785
18325,0.196,469,3,1,0,39,0,83,0,119,5,13,2,1,8,5,4,1,163.8
18336,0.755,113,6,1,1,32,1,27,0,80,5,7,4,3,5,4,19,1,1270.528097
18374,0.804,165,2,0,1,32,0,36,0,90,5,6,4,3,4,2,18,1,80.37
18403,0.416,263,5,0,0,32,0,40,0,85,3,14,5,1,5,3,14,1,1204.0
18420,0.479,414,7,1,0,39,0,63,0,58,5,6,4,3,3,2,20,0,1173.0
18436,0.41,133,4,0,1,32,1,31,0,76,5,6,4,1,4,2,10,1,1780.532628
18441,0.382,522,6,0,0,32,1,62,0,50,5,5,4,3,5,2,16,1,55699.82356
18451,0.716,529,1,1,1,39,0,62,0,50,5,6,4,3,6,2,15,0,515.7425982
18505,0.749,84,2,0,0,20,0,37,0,119,1,9,4,3,8,2,16,1,1138.269789
18507,0.75,348,2,1,0,32,0,50,0,55,4,13,2,1,5,3,17,1,837.53
18517,0.416,588,4,1,1,39,0,71,0,50,7,10,4,3,8,5,19,1,105.5238671
18539,0.833,382,8,1,0,39,0,73,0,50,4,13,5,1,4,3,17,1,1204.0
18563,0.549,130,3,0,0,32,1,29,1,125,5,5,4,3,5,2,7,1,1204.0
18567,0.916,188,2,0,0,34,1,35,0,80,5,8,4,3,6,4,19,1,1562.356495
18594,0.51,316,2,1,0,0,1,44,0,50,3,11,4,3,7,4,17,0,47.51873112
18596,0.478,31,0,0,1,20,0,36,0,85,5,6,4,3,4,2,17,1,301.3722054
18604,0.624,243,8,0,0,32,1,41,0,54,5,5,4,3,3,2,13,0,767.51
18609,0.499,556,2,1,0,39,0,64,0,50,5,8,4,3,8,2,16,1,523.75
18686,0.416,268,3,1,0,7,2,40,0,50,8,11,4,1,1,0,2,1,874.7782477
18700,1.0,239,8,0,0,32,2,64,0,62,5,5,1,3,5,4,5,1,1204.0
18728,0.487,347,1,0,1,32,0,55,0,50,7,13,2,1,8,5,16,1,23229.8
18739,0.249,86,8,0,1,32,0,26,1,80,7,7,1,3,3,3,11,1,1204.0
18741,0.583,177,6,1,1,32,1,33,0,50,5,4,4,3,3,2,13,1,485.8504532
18755,0.371,211,8,1,0,32,1,38,0,95,5,7,4,3,5,4,19,1,81.32
18782,0.583,503,4,0,0,39,0,67,0,54,5,6,4,3,4,2,4,1,4297.94139
18785,0.611,133,1,1,1,44,1,29,0,76,5,11,2,1,8,4,16,1,2883.52568
18791,0.491,373,8,1,0,32,3,50,0,50,7,14,4,3,6,3,5,1,1204.0
18827,0.749,510,0,1,0,32,2,60,0,50,3,15,2,1,6,3,7,2,10129.20725
18830,0.077,159,7,0,1,32,1,32,0,68,5,7,5,1,5,2,7,1,1204.0
18852,0.749,111,4,1,1,32,1,27,0,68,7,8,4,3,7,4,17,1,3668.061934
18872,0.807,190,2,0,0,32,1,36,0,58,4,10,2,1,5,4,17,1,4646.0
18921,0.583,95,7,1,0,32,1,36,0,100,5,10,5,1,5,5,10,1,1204.0
18926,0.833,105,1,0,1,32,1,26,1,80,5,3,4,3,3,2,20,1,1857.44
18938,0.5,192,3,1,0,32,0,35,0,56,5,9,4,3,4,2,16,1,106.0422961
18985,0.833,135,1,1,0,32,0,39,0,80,5,14,4,3,9,5,16,1,1422.616314
18993,0.916,216,8,0,1,32,0,37,0,95,5,7,1,3,5,4,18,1,1204.0
18999,0.583,133,1,1,0,27,2,43,0,139,8,7,4,1,2,4,11,1,1173.0
19006,0.583,201,4,1,1,34,1,39,0,50,3,9,4,3,6,4,8,0,590.0782477
19015,0.872,286,8,0,0,32,1,57,0,50,5,6,4,3,4,2,20,1,1326.0
19032,0.916,216,0,0,0,32,1,41,0,50,5,3,4,3,3,1,13,1,317.997281
19042,0.151,196,2,1,0,32,2,34,0,62,7,10,4,3,7,5,9,1,884.32
19047,0.083,114,1,0,0,32,1,27,1,62,5,8,2,1,5,4,12,1,1646.754381
19052,0.327,6,6,0,0,32,1,23,0,100,5,4,4,3,2,1,11,1,1049.19
19087,0.622,131,0,1,0,29,0,36,1,81,5,21,4,3,9,3,19,2,2187.204834
19146,0.5,460,6,1,0,39,0,63,0,54,5,3,4,3,3,1,16,1,298.8978852
19161,0.583,260,2,0,0,34,0,41,0,50,4,10,4,3,6,4,11,2,453.955287
19168,0.444,123,8,0,0,0,1,29,0,100,5,5,4,3,4,2,5,1,651.8
19175,0.916,308,5,1,0,29,2,54,0,50,8,7,2,1,2,4,10,1,265.7302115
19206,0.401,394,2,1,0,29,2,51,0,53,2,4,5,3,1,1,17,1,1418.610272
19213,0.379,179,5,1,0,34,1,33,0,50,4,10,4,3,4,4,12,1,315.5111782
19227,0.833,409,1,1,0,34,1,59,0,50,5,14,4,3,9,5,13,1,533.2749245
19234,0.249,324,3,1,0,0,2,46,0,50,5,12,4,3,8,4,17,1,2346.0
19240,0.558,70,0,0,1,10,1,26,0,85,5,6,4,3,2,2,16,0,743.2858006
19263,0.282,62,7,0,1,32,0,25,0,95,5,3,4,3,2,1,13,1,600.52
19265,0.28,159,0,1,1,32,1,32,0,54,1,11,4,3,8,4,13,0,398.8957704
19284,1.0,509,6,1,0,39,0,60,0,50,5,12,4,3,8,5,8,0,397.5407855
19303,0.416,525,6,0,1,34,1,65,0,50,5,5,1,3,3,2,19,1,2120.845921
19306,0.188,196,2,0,0,0,2,39,0,68,4,10,4,3,5,4,17,1,1028.98
19309,0.499,440,0,0,0,32,2,56,0,50,5,9,4,3,7,2,16,1,152.9836858
19342,0.916,263,4,1,0,32,2,40,0,78,5,4,4,3,3,2,18,1,2809.72
19346,0.871,47,2,0,1,32,1,23,0,95,1,8,4,3,7,2,19,0,851.69
19374,0.75,244,1,1,0,32,2,39,0,80,0,11,2,1,6,4,8,1,152.38
19376,0.499,364,0,1,0,32,2,59,0,76,5,4,4,3,4,1,1,0,1607.32
19377,0.252,235,8,1,0,0,1,41,0,64,5,0,1,3,1,1,6,1,1204.0
19386,0.743,477,0,1,0,44,2,58,0,50,0,11,2,1,6,4,7,0,2576.120846
19418,0.997,629,2,1,0,39,0,74,0,50,5,14,4,3,8,3,15,2,6052.34
19436,0.8,104,3,1,1,32,1,26,0,68,5,7,2,1,5,2,14,1,1134.723263
19442,0.401,296,6,1,0,32,0,46,0,50,5,13,5,3,8,3,17,1,1.0
19460,0.666,343,4,1,1,0,2,50,0,95,1,16,5,3,8,3,2,2,2346.0
19464,0.336,556,0,1,0,39,0,69,0,80,5,12,2,1,7,5,16,1,11844.14
19542,0.747,362,1,0,0,32,1,51,1,50,3,10,4,3,6,4,13,1,1326.0
19561,0.916,97,6,1,0,32,1,28,0,72,5,4,4,1,3,2,20,1,1204.0
19589,0.907,192,6,1,1,32,0,34,1,64,5,4,4,3,3,2,16,1,1339.49
19596,0.627,149,2,1,1,32,1,31,0,95,1,9,4,3,8,2,13,1,3296.16
19606,0.916,93,3,1,0,25,0,59,0,100,1,21,4,3,9,3,4,2,1204.0
19614,0.591,534,8,0,0,39,0,77,1,50,5,4,4,3,4,2,8,1,816.16
19633,0.666,320,8,1,1,32,0,49,0,112,5,8,4,3,7,5,16,2,206.58
19667,0.583,386,8,1,0,32,1,65,1,95,5,14,4,1,5,3,19,1,1204.0
19669,0.337,142,1,1,1,32,1,29,0,85,2,13,2,1,8,5,2,0,1993.394864
19775,0.75,92,6,0,1,10,1,25,0,90,5,3,4,3,2,1,15,1,179.4
19783,0.252,154,3,1,0,32,1,33,0,57,5,6,4,1,4,2,18,1,6553.23
19806,0.916,190,2,1,1,32,1,49,0,76,5,4,4,1,3,2,11,1,1271.5
19872,0.491,357,1,0,0,32,1,49,1,50,5,5,4,3,4,2,19,1,109.0939577
19933,0.859,81,1,1,1,32,2,25,0,100,5,6,2,1,5,2,15,1,97.32326284
19943,0.333,99,2,1,0,34,0,26,1,76,1,8,4,3,7,2,18,1,969.4622356
19965,0.73,98,0,1,0,32,0,26,0,68,1,12,4,3,8,4,15,1,1493.94
20002,0.5,583,7,1,0,39,0,76,0,55,5,8,4,3,5,4,8,1,501.14
20008,0.333,280,0,1,0,34,1,44,0,68,5,7,2,1,4,2,18,1,650.7933535
20049,0.583,124,4,1,0,32,2,28,0,57,8,6,3,2,0,4,1,1,2785.047734
20065,0.665,512,7,1,0,32,1,61,0,55,5,16,4,3,9,5,18,0,4213.38
20095,0.386,150,8,1,1,32,1,30,0,112,1,17,5,3,8,3,16,1,512.44
20121,0.428,252,0,0,0,32,0,40,0,54,4,11,4,3,6,4,20,1,1536.175831
20124,0.879,390,6,1,0,51,0,53,0,68,5,3,4,3,4,2,16,1,286.0
20127,0.95,567,1,0,1,39,0,75,0,50,5,7,2,1,4,2,15,1,2993.703625
20176,0.342,403,8,0,1,32,1,53,0,69,5,2,1,3,2,2,20,1,2346.0
20186,0.355,263,2,0,0,25,3,46,0,72,5,9,4,3,4,2,6,1,3864.17
20196,0.499,114,1,0,1,32,0,42,0,95,5,8,2,1,5,2,14,1,3419.8
20251,1.0,132,5,1,0,32,1,33,0,64,5,20,4,3,9,3,11,0,3377.44
20268,0.499,162,5,1,1,32,1,37,0,76,5,3,4,3,3,1,20,1,1787.81
20271,0.428,616,3,1,0,39,0,69,0,50,2,9,4,3,7,4,4,1,22247.02568
20273,0.424,318,2,0,0,32,2,44,0,50,5,4,4,3,4,1,7,1,72.0
20330,0.019,218,1,1,1,32,1,36,0,59,5,7,2,1,5,2,11,1,102.5900302
20332,0.916,107,0,1,0,27,2,27,0,85,8,11,2,1,2,0,7,1,2408.0
20362,0.833,488,7,1,0,27,2,62,0,81,8,6,4,1,4,4,20,1,1326.0
20423,0.794,376,0,0,0,32,0,58,0,50,5,11,4,3,7,2,17,1,15514.05861
20431,0.789,501,6,1,0,25,1,60,0,50,8,11,4,1,1,0,1,1,380.6329305
20435,1.0,259,8,1,0,32,2,39,0,58,5,3,4,3,2,1,11,1,67.5
20466,0.416,307,0,1,0,34,1,48,0,50,3,13,4,3,5,3,8,0,1300.0
20489,0.747,286,6,0,1,34,1,42,0,50,5,6,4,3,3,4,13,0,416.33
20496,0.582,774,1,1,0,39,0,83,0,50,5,9,4,3,7,4,16,1,3503.932024
20511,0.583,186,8,0,1,32,0,33,0,90,5,4,1,3,3,2,18,1,1300.0
20517,0.916,183,6,0,0,0,2,40,0,85,5,10,4,3,7,5,14,1,2223.306344
20518,0.499,724,7,1,0,39,0,78,0,50,5,5,4,3,3,2,17,0,322.87
20591,0.749,364,6,1,0,32,1,54,0,76,5,10,4,3,7,5,18,1,1923.512991
20618,0.583,459,3,1,1,0,2,57,0,57,5,6,4,3,4,1,1,1,885.1939577
20635,0.333,249,8,1,0,27,1,40,0,64,5,13,4,3,8,3,7,1,620.6
20642,0.333,268,0,1,0,0,2,41,0,60,3,11,4,3,7,5,10,1,621.45
20667,0.833,335,1,1,0,0,2,48,0,50,4,9,4,3,5,4,16,1,261.4413897
20682,0.333,510,6,0,0,32,1,60,1,68,5,4,4,3,3,2,20,0,162.9045317
20719,0.883,36,5,0,0,32,1,41,0,85,6,13,5,1,3,3,13,2,1326.0
20726,0.407,108,1,1,1,32,1,30,0,100,5,9,4,3,7,2,7,1,1100.64
20776,0.5,129,0,1,0,44,2,29,0,80,1,11,4,3,8,4,14,2,412.7755287
20849,0.499,327,3,0,0,32,1,51,1,50,6,11,4,3,4,5,16,1,2391.783988
20879,1.0,382,5,1,0,32,2,55,0,71,5,17,2,1,9,3,11,2,94.02416918
20882,0.555,72,8,1,1,32,0,38,0,100,5,15,4,3,9,3,11,0,1326.0
20910,0.894,229,1,1,0,32,1,37,0,62,5,6,4,1,4,2,13,1,552.26
20911,0.503,53,0,0,1,32,2,27,0,100,5,13,5,3,9,4,11,2,4241.691843
20943,0.5,74,4,0,0,32,0,24,0,95,5,4,4,3,3,2,19,1,57.7
20961,0.393,598,4,1,0,39,0,68,0,50,5,5,4,3,2,1,11,1,473.3963746
20969,0.916,446,4,1,0,32,0,55,0,52,5,15,4,3,9,3,5,2,1736.51
20992,0.583,147,1,1,1,32,2,33,0,58,5,5,4,3,4,2,10,1,634.2036254
20995,0.806,157,7,1,0,32,2,40,0,68,6,17,5,1,4,3,17,0,12128.98822
21030,0.806,157,7,1,0,32,2,40,0,68,6,17,5,1,4,3,17,0,10294.09
21056,0.75,279,3,1,0,29,2,42,0,64,3,9,4,3,6,4,11,1,8639.890332
21075,0.833,437,2,1,0,32,2,56,0,50,5,12,4,3,8,5,9,1,1204.0
21111,0.552,656,2,1,0,39,0,79,0,50,5,9,2,1,5,4,16,1,853.5108761
21115,1.0,495,2,1,0,44,1,59,0,50,5,21,4,3,9,3,16,0,928.47
21120,0.916,130,0,1,1,32,1,28,0,90,2,2,5,3,1,1,8,1,1227.16858
21131,0.416,269,7,1,0,32,0,40,1,85,5,6,4,3,4,4,20,1,1204.0
21133,0.083,421,2,1,0,39,0,78,0,50,5,14,2,1,7,4,6,1,1305.28
21159,0.78,652,5,0,0,39,0,74,0,50,5,10,5,1,5,5,17,1,1286.234139
21198,0.311,520,0,1,0,39,0,61,1,50,5,6,4,3,4,1,16,0,659.3827795
21208,0.666,93,1,0,0,32,1,27,0,85,5,5,4,3,4,2,11,1,2822.17432
21219,0.749,234,3,0,0,32,1,40,0,53,5,5,4,1,4,2,16,1,3240.94
21234,0.916,76,6,0,1,32,0,25,0,76,5,3,4,3,3,1,11,2,945.9915408
21342,0.735,430,1,1,0,27,2,54,0,62,8,7,4,1,1,0,17,1,4414.89426
21344,0.158,232,5,1,0,34,1,37,0,90,5,8,4,3,7,4,12,1,6476.8
21367,0.428,252,0,0,0,32,0,40,0,54,4,11,4,3,6,4,20,1,1303.78
21376,0.196,260,7,1,0,32,1,40,0,50,5,14,4,3,7,3,7,1,4023.46
21398,0.666,511,0,0,0,32,1,64,0,50,5,4,4,3,3,1,15,1,929.1308157
21429,1.0,118,0,1,0,32,1,27,0,85,5,10,2,1,7,4,13,0,92.84592145
21433,0.942,321,1,1,0,32,2,46,0,50,5,13,2,1,8,4,8,1,244.663142
21441,0.916,535,0,1,0,39,0,69,0,50,5,10,4,3,8,4,16,1,537.0570997
21464,0.946,427,8,1,0,0,0,55,0,50,7,12,5,1,4,3,12,1,1326.0
21475,0.284,226,4,0,1,32,1,40,0,100,5,8,4,3,6,4,10,1,510.2
21496,0.708,391,3,0,0,32,1,50,0,62,5,4,4,3,4,2,15,1,131.73
21512,0.083,184,3,0,0,0,3,34,0,53,5,6,4,3,4,1,17,0,599.1154079
