rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18
6766,0.666,112,0,1,1,34,1,29,0,60,5,8,2,1,5,2,13,1
6767,0.807,221,7,1,1,27,1,36,0,64,5,5,5,1,4,2,11,1
6768,0.31,129,7,0,1,34,1,31,0,57,5,1,4,3,2,4,13,1
6769,0.249,520,1,1,0,25,1,61,0,50,5,10,2,1,7,4,14,0
6770,0.006,256,4,0,0,32,0,51,0,90,4,12,4,3,5,4,13,1
6771,0.333,190,1,0,0,32,1,34,0,60,1,8,4,3,7,2,11,1
6772,0.833,76,1,0,1,10,1,24,0,95,5,7,2,1,4,2,6,1
6773,0.032,126,8,0,1,32,1,30,0,90,5,5,1,3,5,2,5,1
6774,0.499,181,2,1,0,32,1,50,0,50,5,14,2,1,9,5,18,0
6775,0.749,591,6,1,0,39,0,69,0,50,5,3,4,3,3,2,12,0
6776,0.833,254,3,0,1,32,1,39,0,50,5,6,4,3,6,2,14,1
6777,0.666,476,7,1,0,39,0,68,0,64,2,16,4,3,9,5,3,2
6778,0.5,241,0,1,0,25,3,38,0,50,4,15,2,1,6,3,7,2
6779,0.333,189,0,1,0,44,1,33,0,80,5,4,4,3,4,1,16,1
6780,0.083,648,3,0,1,39,0,73,1,106,5,5,4,3,4,2,15,1
6781,0.333,454,1,0,0,39,0,76,0,50,5,4,4,3,4,2,17,1
6782,0.58,94,5,1,1,32,1,35,0,140,8,6,4,1,1,4,11,1
6783,0.166,489,0,1,0,39,0,61,0,50,5,7,2,1,4,2,13,0
6784,0.03,95,1,1,0,10,1,25,0,95,5,10,4,3,6,2,6,1
6785,0.536,82,4,1,1,34,0,31,0,100,5,7,4,3,6,4,19,0
6786,0.174,428,4,1,0,23,1,55,0,50,5,10,2,1,6,3,18,2
6787,0.381,200,1,1,0,0,2,34,0,60,3,15,2,1,6,3,17,0
6788,0.5,435,1,0,0,20,0,54,0,50,5,6,4,3,4,2,7,1
6789,0.083,148,0,1,0,32,0,33,0,80,5,5,4,3,4,2,18,0
6790,0.039,333,3,1,0,32,1,47,1,50,6,17,2,1,6,3,16,2
6791,0.416,522,3,0,0,39,0,64,0,50,5,4,4,3,5,2,7,0
6792,0.025,195,4,0,1,0,0,47,0,50,5,10,2,1,5,4,13,1
6793,0.297,270,6,0,0,32,1,64,0,60,5,6,4,3,5,2,8,1
6794,0.594,336,7,1,0,34,0,48,1,50,5,6,4,3,4,4,13,0
6795,0.249,55,8,1,1,32,0,23,0,118,5,7,1,3,6,5,20,0
6796,0.916,108,4,1,0,32,1,28,0,90,5,2,4,3,3,2,3,1
6797,0.249,251,7,1,0,32,1,39,0,85,5,9,4,3,6,5,8,1
6798,0.016,316,2,1,0,32,1,44,0,50,5,10,4,3,7,2,7,1
6799,0.666,432,8,1,0,39,0,60,0,71,8,5,4,1,1,4,11,2
6800,0.273,303,8,0,0,32,1,43,0,50,2,18,4,3,8,3,15,0
6801,0.99,332,0,1,0,32,1,49,0,50,5,5,4,3,3,1,20,1
6802,0.086,146,6,0,1,32,1,31,0,54,5,7,4,3,5,4,13,1
6803,0.75,101,8,0,0,32,0,32,0,85,5,16,4,3,9,3,3,1
6804,0.639,259,3,1,0,32,1,39,0,72,6,20,4,3,9,3,3,0
6805,0.695,69,2,1,1,32,1,26,0,100,5,10,2,1,5,4,16,0
6806,0.166,177,1,0,0,32,0,36,1,80,5,15,4,3,9,4,16,0
6807,0.3,312,6,1,0,32,0,50,0,50,5,9,4,3,5,4,9,1
6808,0.381,200,1,1,0,0,2,34,0,60,3,15,2,1,6,3,17,0
6809,0.916,232,8,0,1,32,1,43,0,100,7,8,4,1,2,4,14,1
6810,0.083,242,8,0,1,32,0,39,0,50,5,2,1,3,1,2,15,1
6811,0.583,64,3,1,0,32,0,52,1,76,5,14,2,1,8,3,10,0
6812,0.333,295,8,0,0,32,0,45,0,50,5,6,1,3,5,4,16,1
6813,0.003,470,6,0,0,39,0,62,0,58,6,11,4,3,5,3,10,1
6814,0.833,202,1,1,1,32,1,35,0,80,5,10,2,1,6,4,2,1
6815,0.002,139,1,0,0,32,0,35,0,72,5,3,4,3,4,2,20,2
6816,0.214,276,5,1,0,0,2,41,0,50,3,15,4,3,8,3,7,1
6817,0.566,419,4,1,1,32,1,54,0,50,5,5,4,3,4,2,11,1
6818,0.51,154,2,0,1,32,2,32,0,51,6,12,4,3,5,5,16,1
6819,0.527,163,8,1,0,32,0,31,0,68,5,3,4,3,2,2,2,1
6820,0.788,253,7,0,1,32,1,39,0,50,5,13,4,1,5,5,10,0
6821,0.583,433,1,1,0,32,1,57,0,50,5,10,2,1,6,4,1,1
6822,0.399,448,4,1,0,32,0,56,0,50,5,9,4,3,6,4,15,1
6823,0.458,184,3,1,1,34,1,34,0,50,5,8,4,3,7,4,2,0
6824,0.426,328,5,1,0,32,1,48,0,50,5,1,4,3,4,5,20,1
6825,0.916,312,4,1,0,32,1,45,0,72,5,2,4,3,3,2,13,1
6826,0.759,510,4,0,0,39,0,73,1,50,5,8,4,3,5,4,17,1
6827,0.111,241,8,1,1,32,1,39,0,54,5,7,5,1,5,4,19,1
6828,0.75,466,3,1,0,32,0,57,0,50,4,10,2,1,5,4,13,2
6829,0.916,101,3,1,1,32,0,27,0,64,5,6,4,1,4,2,13,2
6830,1,540,6,1,0,39,0,64,0,50,5,8,5,1,5,4,15,1
6831,0.496,153,6,1,1,32,1,31,0,90,5,6,4,3,5,4,17,1
6832,0.097,130,2,1,0,32,1,59,0,80,5,13,2,1,8,5,12,1
6833,0.249,121,4,0,1,32,1,30,0,100,1,10,4,3,6,4,16,2
6834,0.616,49,6,0,1,32,1,27,0,90,5,7,4,3,5,4,15,1
6835,0.385,70,7,1,1,32,2,24,0,80,5,4,4,3,4,2,13,1
6836,0.563,542,8,0,0,20,0,64,0,50,5,13,4,3,6,5,16,1
6837,0.666,239,2,1,0,30,2,38,0,50,8,12,2,1,3,0,2,2
6838,0.091,416,8,1,0,44,1,54,0,50,2,16,4,3,8,3,14,0
6839,0.77,500,0,1,0,29,2,60,0,50,2,5,5,3,1,1,14,1
6840,0.121,137,8,1,0,32,0,36,0,85,5,11,4,3,6,5,20,1
6841,0.18,80,1,1,1,32,1,26,0,80,5,6,2,1,4,2,15,1
6842,0.833,347,4,0,0,32,1,49,0,50,5,10,2,1,5,2,10,1
6843,0.956,211,1,1,1,32,1,36,0,80,7,7,4,1,1,0,15,1
6844,0.083,331,1,1,0,34,2,46,0,50,5,7,2,1,4,2,18,2
6845,0.614,229,5,0,1,32,1,46,0,50,5,3,4,3,3,1,12,1
6846,0.499,451,7,1,0,44,2,58,0,50,2,15,4,3,9,3,8,0
6847,0.25,279,8,0,0,32,0,43,1,63,4,14,4,3,5,3,9,1
6848,0.166,198,1,1,0,32,2,34,0,60,5,11,2,1,8,4,11,1
6849,0.249,331,7,0,0,20,0,49,1,50,5,2,4,3,2,2,7,1
6850,0.711,360,1,1,0,25,3,48,0,50,0,11,2,1,3,0,15,1
6851,0.916,393,0,0,1,44,2,51,0,57,5,10,4,3,4,2,8,1
6852,0.166,318,7,1,0,23,0,46,0,72,3,13,4,3,5,3,15,2
6853,0.75,421,2,0,0,29,2,67,0,76,5,3,4,3,3,1,16,1
6854,0.177,528,1,1,0,39,0,80,0,50,5,4,4,3,3,2,12,1
6855,0.499,158,1,1,1,32,2,31,0,64,5,14,2,1,8,4,6,1
6856,0.483,581,2,1,0,39,0,71,0,50,5,11,4,3,8,5,20,1
6857,0.499,165,3,0,1,32,1,32,0,80,5,4,4,3,4,1,15,1
6858,0.333,379,6,0,0,25,3,54,0,50,5,5,4,3,3,2,17,1
6859,0.833,174,0,1,1,32,3,32,0,80,7,10,2,1,6,4,11,1
6860,0.499,391,6,1,0,32,2,51,0,50,7,14,2,1,7,3,14,2
6861,0.1,148,0,1,0,34,1,30,0,60,7,11,2,1,4,3,14,1
6862,0.75,639,6,1,0,39,0,72,0,50,5,6,4,3,3,2,1,1
6863,0.218,220,5,1,0,32,1,39,0,72,5,9,4,3,5,4,18,1
6864,0.271,541,8,1,0,39,0,69,1,50,2,9,1,3,6,0,14,0
6865,0.177,297,2,1,1,32,1,46,0,55,5,15,5,3,8,3,12,1
6866,0.749,300,1,0,1,32,1,44,0,50,5,5,4,3,4,2,18,1
6867,0.833,398,6,1,0,27,2,52,0,50,1,17,4,3,9,5,5,0
6868,0.923,132,3,1,0,32,1,31,0,80,8,11,2,1,4,0,20,1
6869,0.916,649,3,0,1,39,0,73,1,132,5,5,4,3,4,2,15,1
6870,0.598,300,4,0,0,32,1,44,1,52,5,8,4,3,6,2,10,1
6871,0.736,391,0,1,1,0,2,52,0,50,7,15,2,1,8,3,13,2
6872,0.099,82,2,1,0,32,1,24,0,95,1,11,4,3,7,4,8,1
6873,1,462,3,1,0,32,2,62,0,50,5,10,4,3,7,5,6,1
6874,0.689,425,1,1,0,32,2,68,0,50,4,10,2,1,5,4,15,1
6875,0.457,314,1,0,0,32,1,45,0,85,6,12,4,3,6,5,12,1
6876,1,398,8,1,0,32,1,53,0,50,5,2,1,3,2,2,13,1
6877,0.311,321,0,1,0,32,2,45,0,50,6,17,2,1,6,3,3,0
6878,0.166,569,8,1,0,39,0,69,1,50,5,3,4,1,3,2,7,1
6879,0.916,328,5,0,1,34,1,46,0,76,5,7,4,1,4,4,5,1
6880,0.424,478,6,1,0,39,0,81,0,50,5,4,4,3,4,2,7,1
6881,0.291,249,2,0,0,32,1,39,0,64,5,9,4,3,7,2,20,2
6882,0.939,399,4,1,0,32,0,55,1,50,6,11,4,3,4,3,5,1
6883,0.038,484,3,0,0,29,2,58,0,50,5,11,4,3,6,4,12,0
6884,0.249,374,1,1,0,0,2,55,0,50,5,5,4,3,4,2,16,1
6885,0.2,549,1,1,0,39,0,64,0,50,5,9,4,3,6,2,4,1
6886,0.412,285,8,1,0,32,1,43,0,72,5,10,4,3,5,3,18,1
6887,0.333,576,1,1,1,39,0,66,0,100,2,12,4,3,8,5,20,2
6888,0.749,469,2,0,0,32,1,61,0,50,5,3,4,3,3,1,11,1
6889,0.563,275,6,1,0,32,1,43,0,68,3,13,5,3,7,3,19,1
6890,0.166,356,3,0,0,4,2,49,0,50,5,7,4,3,6,2,17,2
6891,0.916,140,2,1,1,32,1,29,0,57,5,9,2,1,5,4,17,1
6892,0.25,442,3,1,0,44,2,55,0,81,5,16,5,1,8,3,9,0
6893,0.083,418,7,0,1,29,1,60,1,50,5,6,4,3,4,4,19,0
6894,0.253,347,0,0,0,32,1,47,0,50,5,8,4,3,6,2,15,0
6895,0.371,200,2,1,0,29,1,37,0,90,5,11,4,3,5,2,20,0
6896,0.583,218,5,1,1,32,1,36,0,50,5,4,4,3,3,2,5,1
6897,0.057,539,3,1,0,39,0,78,0,50,5,7,2,1,5,2,15,1
6898,0.613,426,6,1,0,32,1,53,0,50,5,10,4,3,5,5,15,1
6899,0.222,334,3,1,1,32,1,52,0,62,5,6,2,1,4,2,17,1
6900,0.166,485,2,1,0,0,1,58,0,50,7,12,2,1,7,5,17,1
6901,0.75,262,8,0,1,32,2,40,0,85,5,7,1,3,5,4,3,1
6902,0.916,300,6,0,0,34,1,47,0,57,5,7,4,1,3,4,16,2
6903,0.235,488,4,1,0,0,2,59,0,90,5,4,4,3,4,2,13,1
6904,0.524,87,7,1,1,32,2,25,0,76,5,3,1,3,3,2,15,1
6905,0.25,103,0,1,0,34,1,30,0,64,1,13,2,1,7,4,13,2
6906,0.312,504,7,1,0,25,1,60,0,74,5,4,4,3,3,2,7,1
6907,0.499,70,4,1,1,10,1,24,0,90,5,2,4,3,2,2,7,1
6908,0.288,42,8,1,1,32,1,35,0,95,5,5,1,3,3,0,18,1
6909,0.214,146,6,1,0,32,1,32,0,57,5,3,4,3,4,2,16,1
6910,0.42,172,0,1,0,0,1,32,0,64,5,11,4,3,8,5,8,1
6911,0.75,205,1,0,1,32,1,42,0,90,5,4,4,3,4,1,12,1
6912,0.311,202,7,1,1,32,1,39,0,64,5,8,4,3,4,4,19,1
6913,0.803,146,3,1,0,32,1,31,0,72,5,5,4,3,5,2,15,1
6914,0.652,87,6,1,0,34,0,25,0,72,5,6,4,1,3,2,14,2
6915,0.517,232,0,1,0,0,2,40,0,138,6,21,2,1,9,3,16,2
6916,0.416,258,8,1,0,32,0,43,0,50,5,7,4,3,4,4,16,1
6917,0.08,311,4,1,1,32,1,49,1,50,1,11,4,3,6,4,2,1
6918,0.177,191,0,0,0,44,3,35,0,84,5,8,2,1,5,2,15,1
6919,0.661,440,8,1,0,34,1,65,1,50,5,10,4,3,7,3,20,1
6920,0.5,143,6,0,1,32,1,30,0,84,5,3,4,3,3,2,19,1
6921,0.916,286,8,1,0,32,1,42,0,50,5,8,4,3,7,4,1,1
6922,0.31,402,6,0,0,32,1,51,1,50,5,10,4,3,5,4,15,0
6923,0.5,201,5,0,1,29,0,35,0,57,5,13,4,3,9,5,20,2
6924,0.006,196,2,1,0,25,1,34,0,50,8,12,2,1,3,0,20,1
6925,0.893,319,6,0,0,32,2,48,0,50,4,13,5,1,5,3,10,1
6926,0.749,380,0,1,0,0,2,50,0,50,4,15,4,3,8,3,8,0
6927,0.349,159,4,0,1,32,1,39,0,118,5,3,4,3,4,2,15,1
6928,0.025,57,5,1,0,32,1,25,0,112,5,11,5,1,7,5,18,1
6929,0.75,624,6,0,0,39,0,83,0,50,1,17,4,3,9,3,8,0
6930,1,599,4,1,0,39,0,68,0,50,5,10,4,3,8,5,16,1
6931,0.666,243,7,0,0,29,2,38,0,64,5,11,4,3,7,5,17,1
6932,0.06,255,6,1,0,34,1,39,0,50,3,13,5,1,5,3,12,1
6933,0.487,421,2,1,1,34,0,54,0,50,5,4,4,3,4,1,19,0
6934,0.912,513,8,0,0,0,2,61,0,50,5,7,4,1,4,2,16,1
6935,0.166,200,3,1,0,34,1,35,0,52,5,10,4,3,6,4,15,1
6936,0.392,89,4,1,1,32,1,25,0,80,5,13,2,1,8,5,20,1
6937,0.583,156,1,0,0,34,1,31,0,59,5,6,4,3,4,1,7,1
6938,0.372,373,0,1,0,44,2,58,0,52,5,13,4,3,8,4,16,0
6939,0.516,516,4,0,0,39,0,63,0,50,5,7,4,3,5,4,16,1
6940,0.082,175,6,0,0,32,0,33,1,64,5,2,4,3,3,2,3,1
6941,0.75,323,8,1,0,32,0,46,0,50,1,24,4,3,9,3,19,2
6942,0.75,131,2,1,0,32,1,33,0,71,4,9,4,3,6,4,18,1
6943,0.717,422,5,0,0,0,2,54,0,50,5,4,1,3,1,4,16,1
6944,0.333,540,2,0,0,32,1,75,0,50,5,4,4,3,4,1,15,1
6945,0.073,491,2,1,0,39,0,61,0,71,5,9,4,3,7,5,7,2
6946,0.333,517,1,1,0,27,2,63,0,50,8,8,2,1,4,4,19,1
6947,0.997,849,8,1,0,39,0,91,0,50,5,9,1,3,6,5,15,0
6948,0.614,336,0,1,0,34,2,46,0,50,2,26,5,3,9,3,17,0
6949,0.021,423,0,1,0,32,1,54,0,124,6,18,4,3,8,3,17,0
6950,0.017,386,7,1,0,32,1,61,0,57,5,11,4,3,6,5,12,1
6951,0.083,567,4,0,0,0,2,65,0,50,5,7,4,3,6,2,8,1
6952,0.499,418,8,0,0,32,0,53,0,50,5,8,4,3,7,4,16,1
6953,0.166,470,8,0,0,32,1,59,0,85,5,2,4,3,3,1,16,1
6954,0.064,193,2,1,0,29,2,44,0,85,4,10,4,3,6,4,11,1
6955,0.6,112,2,0,1,32,1,27,0,60,5,8,2,1,5,2,15,1
6956,0.282,129,6,0,1,34,1,30,0,85,5,3,4,3,2,2,14,1
6957,0.25,387,4,0,0,32,2,51,0,76,5,2,4,3,3,1,6,1
6958,0.75,268,8,1,0,0,2,40,0,50,5,12,4,3,8,3,12,1
6959,0.456,604,2,1,0,39,0,68,0,50,5,13,4,3,9,5,16,1
6960,0.337,460,6,1,0,32,1,58,0,50,5,3,4,3,3,2,15,2
6961,0.4,355,3,1,0,32,1,65,1,50,7,9,2,1,6,4,10,1
6962,0.083,188,2,0,0,32,1,47,0,50,5,9,4,3,6,4,13,0
6963,0.25,196,5,0,0,32,1,35,0,64,7,17,4,3,9,3,15,2
6964,0.5,363,5,1,0,20,0,61,0,100,5,8,4,3,5,5,10,1
6965,0.867,253,4,1,0,32,1,39,0,50,6,17,4,3,5,3,17,0
6966,0.916,194,3,0,0,20,0,44,0,50,4,9,4,3,5,4,7,1
6967,0.553,82,1,0,0,34,1,26,0,72,5,10,2,1,6,4,19,1
6968,0.722,126,4,1,0,32,1,32,0,91,5,9,2,1,7,4,17,1
6969,0.75,211,4,0,0,32,1,39,0,67,5,7,4,3,5,4,17,1
6970,0.416,251,4,0,0,32,0,42,0,80,5,5,4,3,2,1,16,1
6971,0.833,103,7,1,0,32,0,27,1,90,5,5,4,3,4,2,5,1
6972,0.583,100,1,0,0,32,1,26,0,68,5,4,4,3,4,1,14,1
6973,0.083,439,8,1,0,39,0,64,0,50,8,8,4,1,1,0,4,0
6974,0.249,210,3,0,1,32,1,35,0,51,5,3,4,3,3,1,7,1
6975,0.985,220,1,1,0,34,1,37,0,54,4,10,4,3,5,4,13,1
6976,0.249,252,8,0,0,39,0,73,1,50,5,7,4,3,4,2,14,1
6977,0.021,506,4,1,1,32,0,60,0,50,5,9,2,1,6,4,20,1
6978,0.236,19,1,1,0,32,1,26,0,100,6,16,2,1,7,3,19,0
6979,0.78,366,4,1,0,39,0,74,1,50,5,7,4,3,6,4,15,0
6980,0.916,325,0,1,0,32,1,45,0,50,2,4,5,3,1,1,16,0
6981,0.583,533,1,1,0,39,0,67,0,52,6,12,2,1,4,3,6,1
6982,0.205,183,3,0,0,32,0,43,0,85,7,9,2,1,6,4,8,1
6983,0.25,218,5,1,0,27,2,36,0,108,4,13,2,1,5,3,14,1
6984,0.75,232,4,0,0,34,1,38,0,57,5,1,4,3,3,1,19,1
6985,0.042,161,4,0,0,32,0,31,1,90,5,8,4,3,4,2,17,1
6986,0.867,103,7,1,1,32,2,31,0,85,5,7,4,3,4,4,7,1
6987,0.246,49,2,0,0,32,1,34,0,100,5,4,4,3,4,1,15,1
6988,0.5,153,8,0,1,32,2,38,0,80,2,11,5,3,6,5,10,1
6989,0.749,146,3,1,0,32,0,30,0,60,5,10,2,1,7,4,9,1
6990,0.803,196,4,1,0,25,2,34,0,50,8,13,2,1,1,0,1,1
6991,0.639,486,5,0,0,32,0,58,0,50,5,7,4,3,7,2,16,1
6992,0.021,576,8,1,0,32,0,66,0,50,5,9,4,3,7,4,4,0
6993,0.083,308,3,1,0,32,1,45,0,50,7,15,2,1,9,5,7,2
6994,0.666,398,4,1,1,32,1,52,0,50,5,6,4,3,5,2,4,1
6995,0.416,444,0,1,0,32,3,55,0,50,8,10,2,1,3,0,20,1
6996,1,199,6,0,1,32,0,38,0,76,5,14,4,3,9,5,8,0
6997,0.038,91,6,1,0,32,2,30,0,90,5,6,4,3,6,2,12,1
6998,0.833,313,2,1,0,0,2,51,0,50,5,6,4,3,4,2,11,0
6999,0.666,549,8,1,0,39,0,65,1,50,5,7,1,3,5,4,15,1
7000,0.375,431,6,0,0,0,1,55,0,50,5,8,4,3,5,2,16,1
7001,0.749,55,2,0,0,32,0,30,0,80,1,5,5,3,1,1,16,1
7002,0.913,272,8,1,0,32,0,41,1,50,5,9,4,3,8,4,14,1
7003,0.687,180,0,0,1,32,1,37,0,68,5,8,4,3,6,2,20,1
7004,0.325,204,3,1,1,32,1,35,0,57,2,14,5,3,9,4,12,1
7005,0.042,147,1,1,0,32,1,31,0,72,5,10,2,1,6,4,12,1
7006,0.916,203,5,1,0,32,1,35,0,50,1,19,4,3,9,3,16,0
7007,0.583,144,5,0,1,32,1,30,0,95,5,4,4,3,3,2,10,1
7008,0.416,186,7,1,1,32,0,33,0,54,6,17,5,1,4,3,18,0
7009,0.166,449,0,1,0,32,1,56,1,50,5,8,4,3,6,2,9,1
7010,0.833,323,5,1,0,32,1,46,0,50,7,10,4,3,7,5,19,0
7011,0.767,438,1,1,0,39,0,68,0,50,5,8,4,3,6,4,7,1
7012,0.833,583,5,1,0,25,3,67,0,50,2,16,4,3,9,3,3,0
7013,0.25,536,3,0,0,32,2,63,0,50,5,8,4,3,6,4,15,1
7014,1,312,1,1,0,32,0,45,0,50,3,16,4,3,8,3,12,0
7015,0.485,268,2,1,0,34,0,40,0,50,5,12,2,1,7,5,20,1
7016,0.666,346,8,1,0,25,2,47,0,72,5,9,4,3,5,4,14,1
7017,0.375,133,4,0,1,32,1,40,0,72,6,11,4,3,4,3,18,1
7018,0.92,491,5,1,0,44,2,58,0,72,4,15,5,1,5,3,20,1
7019,0.552,339,5,0,0,32,0,46,0,50,5,4,4,3,3,2,9,1
7020,0.458,267,0,1,1,32,1,47,0,55,5,13,2,1,8,5,19,1
7021,0.259,432,5,1,1,0,1,58,1,50,5,8,4,3,6,4,1,1
7022,0.349,196,3,1,0,32,2,34,0,50,6,12,2,1,3,3,12,0
7023,0.149,478,6,1,0,32,1,60,0,60,5,9,4,3,5,3,9,1
7024,0.5,326,2,1,0,25,2,55,0,50,5,16,4,3,9,5,7,0
7025,1,452,2,1,0,0,2,56,0,50,7,15,5,3,9,3,1,0
7026,0.249,167,8,0,1,32,1,33,0,57,5,6,4,3,3,2,12,1
7027,0.75,351,1,0,0,32,0,54,1,64,5,4,4,3,4,2,20,0
7028,0.228,617,1,1,0,0,0,70,0,50,5,5,4,3,4,1,5,0
7029,0.749,528,1,1,0,39,0,68,0,50,5,9,4,3,7,4,12,0
7030,0.583,338,8,0,1,32,0,47,0,85,5,4,4,1,3,2,13,0
7031,0.833,326,4,1,0,32,1,56,0,50,6,10,4,3,4,3,19,1
7032,0.249,502,1,0,0,32,1,60,0,54,5,6,4,3,4,2,17,0
7033,0.439,150,6,1,0,32,1,32,0,51,5,9,4,3,7,5,12,2
7034,0.083,288,2,0,0,0,0,42,0,50,3,13,4,3,6,3,11,1
7035,0.356,166,5,0,0,32,0,39,1,76,5,3,4,3,3,1,20,1
7036,0.969,95,1,1,0,32,0,25,0,95,5,10,4,3,6,2,6,1
7037,0.002,170,0,1,0,32,1,33,0,72,5,8,2,1,4,2,7,0
7038,0.762,388,5,0,0,32,0,64,0,50,5,2,4,3,2,1,6,1
7039,0.394,150,3,0,0,32,2,30,0,95,5,8,4,3,4,2,5,1
7040,0.128,164,0,1,0,32,1,38,0,72,2,15,4,3,9,3,20,0
7041,0.916,375,4,1,0,32,1,52,0,50,6,14,2,1,3,3,19,2
7042,0.666,260,7,1,0,32,0,44,0,64,5,12,4,3,8,3,11,1
7043,0.416,491,1,1,0,44,0,73,0,50,6,12,2,1,4,5,17,2
7044,0.91,292,3,1,0,27,2,44,0,50,3,11,2,1,5,4,19,1
7045,0.166,278,8,1,0,32,2,41,0,50,4,12,5,1,4,3,17,1
7046,0.547,5,8,0,1,32,0,23,0,100,5,3,4,3,2,1,20,1
7047,0.916,128,7,0,1,32,0,29,1,57,5,0,1,3,1,1,12,1
7048,0.416,271,3,0,0,32,2,44,0,80,5,3,4,3,3,1,12,1
7049,0.676,155,0,1,0,34,0,31,0,100,1,9,4,3,7,2,4,2
7050,0.169,62,7,1,1,32,0,28,0,85,5,0,4,3,1,1,19,1
7051,0.129,189,5,0,1,34,2,34,0,64,5,7,4,3,6,4,16,1
7052,0.333,242,1,0,0,0,0,44,0,95,6,12,4,3,5,5,9,2
7053,0.177,452,1,1,0,44,2,67,0,61,5,12,2,1,7,5,6,1
7054,0.5,271,2,0,0,32,0,50,0,90,5,4,4,3,4,2,15,1
7055,0.539,410,8,0,0,39,0,68,0,165,5,6,1,3,4,2,3,1
7056,0.002,365,5,0,0,32,1,52,0,50,5,6,4,3,5,2,11,1
7057,0.5,463,8,1,0,0,2,57,0,50,7,19,4,3,8,3,8,0
7058,0.401,519,1,1,0,32,0,62,0,52,4,11,2,1,5,4,14,2
7059,0.416,485,5,0,0,39,0,59,0,50,5,5,4,3,3,2,16,1
7060,0.083,132,5,0,0,10,1,29,0,72,5,7,4,3,3,2,17,1
7061,0.833,145,7,1,1,32,1,32,0,60,5,1,1,3,3,2,15,1
7062,0.002,427,1,1,0,39,0,73,1,61,5,11,2,1,7,5,17,1
7063,0.183,285,8,0,1,32,1,45,0,74,5,6,1,3,4,4,9,1
7064,0.7,104,8,1,0,32,0,39,0,100,5,8,4,3,6,5,18,1
7065,0.218,223,1,1,0,32,1,36,0,68,3,10,2,1,5,4,16,2
7066,0.36,93,8,1,1,32,1,26,0,76,5,2,1,3,2,2,20,1
7067,0.48,159,1,1,1,30,0,31,1,85,1,14,4,3,8,4,11,2
7068,0.333,469,5,1,0,39,0,86,0,50,5,4,4,3,3,2,14,1
7069,0.416,122,2,1,0,32,1,29,0,76,5,10,4,3,7,4,18,1
7070,0.499,648,6,1,0,39,0,76,1,85,1,14,4,3,8,3,17,0
7071,0.744,56,7,1,0,32,0,30,0,90,5,4,4,3,3,2,18,1
7072,0.188,493,7,1,0,32,1,60,1,50,2,13,4,3,8,3,3,0
7073,0.11,622,6,1,0,32,0,70,0,50,4,13,5,1,4,3,12,1
7074,0.833,439,2,0,0,29,2,55,0,50,4,13,2,1,4,3,7,1
7075,0.886,109,5,0,0,32,1,30,1,60,5,9,4,3,4,2,15,2
7076,0.867,321,2,1,0,44,2,45,0,95,5,16,2,1,9,5,16,0
7077,0.083,137,8,0,0,34,0,37,1,60,2,9,4,3,8,4,19,0
7078,0.62,125,0,0,0,32,1,29,0,76,5,11,2,1,6,4,4,1
7079,0.749,139,3,0,0,34,2,30,0,57,4,11,2,1,5,4,17,1
7080,0.833,607,2,1,1,27,0,69,0,90,5,7,4,3,5,2,11,1
7081,1,407,1,1,0,32,1,53,0,50,5,9,4,3,7,4,12,1
7082,0.291,129,0,1,0,32,0,30,0,57,5,8,4,3,7,2,14,1
7083,0.833,685,4,1,0,39,0,77,0,50,5,10,4,3,8,4,18,0
7084,0.083,226,1,0,1,32,2,37,0,55,5,9,4,3,7,2,2,1
7085,0.25,172,6,1,1,32,2,32,0,76,5,5,4,3,3,2,15,1
7086,0.25,363,1,1,0,0,2,51,0,50,3,12,2,1,5,3,6,1
7087,0.196,267,0,1,1,32,1,40,0,50,3,10,4,3,6,4,15,2
7088,0.666,202,2,1,0,32,1,36,0,76,6,13,2,1,3,3,16,1
7089,0.499,333,6,0,0,32,1,48,0,80,5,7,4,3,4,4,17,1
7090,0.26,208,8,1,1,29,2,35,0,69,2,22,4,3,9,3,14,2
7091,0.916,143,1,1,0,32,1,31,0,72,5,10,2,1,6,4,16,2
7092,0.441,434,0,0,0,20,0,65,0,50,5,8,4,3,7,2,16,1
7093,0.103,556,2,0,0,39,0,82,1,50,5,7,4,3,3,2,14,0
7094,0.5,374,7,1,0,44,1,51,0,62,5,3,4,3,3,2,17,2
7095,0.417,249,0,0,1,34,2,55,0,76,5,6,4,3,4,2,15,0
7096,0.916,575,6,0,0,39,0,76,0,50,5,4,4,3,2,1,5,1
7097,0.083,459,7,0,0,32,1,56,0,50,5,3,4,3,2,2,8,1
7098,0.958,84,3,0,1,10,1,25,0,100,5,13,5,3,9,4,7,0
7099,0.003,321,7,0,1,32,1,47,1,50,5,3,4,3,2,2,20,0
7100,0.583,126,4,1,0,32,1,32,0,64,7,5,4,3,3,4,12,0
7101,0.199,172,4,1,0,32,2,33,0,64,5,8,4,3,6,4,12,1
7102,0.579,336,6,1,0,32,1,47,1,50,5,3,4,3,3,2,12,1
7103,0.177,286,4,1,0,32,0,43,0,50,5,12,4,3,7,3,17,2
7104,0.041,142,4,0,0,32,1,31,1,60,5,5,4,1,4,2,11,0
