rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
21770,0.25,84,0,1,0,23,0,28,0,100,5,4,4,3,4,1,12,1,0
21771,0.48,160,2,1,0,34,1,31,0,60,7,11,2,1,7,4,14,1,0
21772,0.023,90,7,1,1,10,1,26,0,90,5,5,4,3,4,2,18,1,0
21773,0.916,532,1,1,0,32,3,64,0,63,2,14,2,1,8,5,8,1,0
21774,0.083,648,3,0,1,39,0,73,1,106,5,5,4,3,4,2,15,1,0
21775,0.666,270,3,1,0,32,2,42,0,50,5,12,4,3,8,5,9,1,0
21776,0.489,322,3,0,0,32,0,58,0,72,5,7,4,3,6,2,17,1,0
21777,0.25,311,6,0,0,30,0,45,0,51,4,15,4,3,5,3,7,2,0
21778,0.583,158,8,1,0,32,1,32,0,50,5,3,1,3,2,2,14,1,0
21779,0.308,95,2,1,1,32,0,28,0,90,5,4,4,3,4,4,5,1,0
21780,0.118,77,3,1,1,34,0,24,1,72,2,2,5,3,1,1,15,1,0
21781,0.333,565,0,1,0,5,2,65,0,50,4,11,2,1,5,4,16,1,0
21782,1,509,7,1,0,32,1,60,0,50,5,3,4,3,3,1,13,2,0
21783,0.916,582,4,0,0,39,0,67,0,50,5,16,2,1,8,3,12,2,0
21784,0.184,255,1,0,0,32,0,40,0,63,5,5,4,3,4,2,17,1,0
21785,0.583,25,4,1,0,32,0,32,0,90,7,9,2,1,6,4,7,1,0
21786,0.304,140,6,1,0,32,2,31,0,64,5,13,5,3,9,5,15,1,0
21787,0.109,280,8,1,0,32,1,41,1,50,5,6,4,3,5,2,7,1,0
21788,0.5,642,6,1,0,39,0,75,1,90,1,14,4,3,8,3,17,0,0
21789,0.589,270,8,1,0,32,0,41,0,85,5,5,1,3,3,4,13,1,0
21790,0.566,104,4,0,1,10,1,27,1,90,5,4,4,3,5,1,12,1,0
21791,0.05,429,0,0,1,32,1,55,0,50,5,8,4,3,7,2,14,1,0
21792,0.864,0,0,0,1,10,1,20,0,100,5,5,4,3,4,1,16,2,0
21793,0.572,142,0,1,0,32,2,30,0,72,2,5,5,3,1,1,12,0,0
21794,0.749,487,8,1,0,32,0,64,0,60,5,8,1,3,6,5,18,0,0
21795,0.833,178,7,1,1,32,1,35,0,62,5,2,4,3,2,2,18,1,0
21796,0.143,475,3,1,0,32,1,58,0,69,1,5,5,3,1,1,8,1,0
21797,0.416,73,1,0,0,32,1,25,0,95,1,4,5,3,1,1,4,1,0
21798,0.308,248,2,1,0,32,1,40,0,90,5,13,4,3,8,5,17,1,0
21799,0.5,443,5,0,0,34,0,55,0,50,5,10,4,3,7,5,13,1,0
21800,1,178,2,1,0,25,2,33,0,50,5,10,2,1,7,4,2,1,0
21801,0.5,20,1,1,1,32,0,22,0,95,5,10,4,3,8,2,16,1,0
21802,0.689,315,5,1,0,32,1,46,0,50,5,5,4,1,4,2,18,1,0
21803,0.117,198,1,1,0,32,1,34,0,90,2,2,5,3,1,1,8,1,0
21804,0.288,176,1,1,0,0,2,32,0,63,5,12,2,1,7,5,16,1,0
21805,0.284,271,0,1,0,32,1,48,0,50,5,9,2,1,5,4,19,2,0
21806,0.749,133,4,1,1,32,1,32,0,95,5,7,4,1,4,2,20,1,0
21807,0.75,414,4,0,0,0,1,53,0,50,5,4,4,3,5,1,4,1,0
21808,0.478,367,0,1,0,32,1,48,0,51,5,21,4,3,9,3,9,2,0
21809,0.744,516,8,1,0,39,0,69,0,50,5,9,4,3,5,5,19,1,0
21810,0.916,169,1,1,1,32,2,33,0,57,2,13,2,1,7,3,16,1,0
21811,0.4,318,8,0,0,32,1,51,1,50,5,5,1,3,4,4,20,1,0
21812,0.333,225,5,1,0,34,0,37,0,60,5,12,5,3,8,4,15,1,0
21813,0.057,321,2,1,0,32,2,46,0,50,5,11,2,1,6,4,8,1,0
21814,0.097,192,2,1,0,32,2,36,0,62,5,6,2,1,4,2,19,1,0
21815,0.822,238,6,0,1,32,0,49,0,50,5,0,4,3,1,1,15,2,0
21816,0.25,155,8,1,0,32,0,31,0,95,5,8,4,3,5,4,5,1,0
21817,0.749,90,1,1,0,32,0,26,0,90,5,11,2,1,7,5,14,1,0
21818,0.275,296,6,0,0,32,0,44,0,50,2,7,4,3,6,4,15,1,0
21819,0.036,359,0,1,1,0,1,49,0,90,6,14,2,1,8,5,15,0,0
21820,0.333,601,3,0,0,0,2,66,0,50,5,7,4,3,6,2,7,1,0
21821,0.166,34,4,1,1,10,1,22,0,90,8,5,4,1,3,2,11,1,0
21822,0.066,150,7,0,0,32,1,32,0,54,5,8,4,3,6,4,17,1,0
21823,0.249,196,4,0,1,0,0,47,0,50,5,10,2,1,5,4,13,1,0
21824,0.464,521,0,1,0,39,0,90,1,50,5,5,4,3,3,2,14,1,0
21825,0.333,513,2,0,0,39,0,62,0,50,5,6,4,3,5,2,16,1,0
21826,0.499,269,8,1,0,32,0,40,1,50,5,19,4,3,9,3,16,0,0
21827,0.218,220,5,1,0,32,1,39,0,72,5,9,4,3,5,4,18,1,0
21828,0.039,53,0,0,1,32,1,23,0,100,5,5,4,3,4,2,17,1,0
21829,0.62,222,7,0,0,32,0,37,0,50,5,8,4,3,5,5,14,1,0
21830,0.751,196,4,1,0,32,1,34,0,50,6,11,5,1,1,3,14,1,0
21831,0.083,238,1,1,0,32,2,47,0,77,5,17,2,1,8,3,5,2,0
21832,0.083,159,7,1,1,32,0,32,0,95,5,6,4,3,4,2,8,1,0
21833,0.75,117,7,0,0,32,1,29,1,76,5,6,5,1,4,2,12,1,0
21834,0.389,194,2,1,0,29,2,44,0,85,3,10,4,3,6,4,11,1,0
21835,1,169,1,0,0,32,2,33,0,72,4,10,4,3,5,4,16,1,0
21836,0.154,624,1,1,0,39,0,71,0,50,5,8,4,3,6,4,18,1,0
21837,0.708,126,0,0,1,32,2,28,0,64,7,6,2,1,3,1,14,1,0
21838,0.499,302,8,1,1,32,1,44,0,50,5,6,1,3,4,4,20,1,0
21839,0.916,179,0,0,0,32,1,38,0,72,6,11,4,3,6,5,17,1,0
21840,0.25,167,3,0,0,0,1,33,0,95,5,11,4,3,5,2,17,1,0
21841,0.833,539,5,1,0,39,0,63,0,50,5,5,4,3,3,2,9,1,0
21842,0.916,195,0,1,1,32,2,37,0,100,5,15,5,3,9,5,17,0,0
21843,0.088,398,0,1,1,34,0,53,1,50,5,6,4,3,6,2,12,1,0
21844,0.389,128,8,0,0,29,2,45,0,60,5,8,1,3,6,5,13,1,0
21845,0.483,340,4,1,0,32,2,46,0,50,5,14,2,1,7,3,9,1,0
21846,0.166,207,6,1,0,34,1,35,0,54,5,11,4,3,7,5,11,1,0
21847,0.046,179,5,1,0,20,0,33,0,50,1,9,4,3,4,4,20,1,0
21848,0.749,649,5,0,0,39,0,73,0,62,6,4,4,3,1,2,16,1,0
21849,0.005,137,6,1,0,32,1,30,0,90,1,10,4,3,6,4,13,1,0
21850,0.442,601,3,0,0,32,1,73,0,53,5,5,4,3,4,2,16,1,0
21851,0.417,249,0,0,1,34,2,55,0,76,5,6,4,3,4,2,15,0,0
21852,0.442,340,1,1,0,25,3,47,0,50,6,16,2,1,6,3,7,0,0
21853,1,471,2,0,0,32,1,58,0,59,5,9,4,3,7,2,17,1,0
21854,0.431,224,5,0,0,32,1,42,0,85,8,5,4,3,1,4,11,0,0
21855,0.166,285,3,1,0,44,1,58,0,102,5,17,4,3,9,3,13,2,0
21856,0.461,463,6,1,0,32,0,56,0,57,6,12,4,3,4,3,7,1,0
21857,0.75,346,6,1,0,32,2,47,0,50,5,10,2,1,6,5,13,1,0
21858,0.174,161,1,0,1,32,1,32,1,112,2,4,5,3,1,1,17,0,0
21859,0.666,156,1,1,1,32,1,31,0,80,5,11,2,1,6,4,17,1,0
21860,0.602,240,1,1,0,32,0,38,0,89,5,12,2,1,8,4,15,1,0
21861,1,42,5,0,1,10,1,23,0,85,5,4,4,3,4,2,11,1,0
21862,0.249,243,3,0,0,32,1,40,1,50,5,3,4,3,3,1,14,0,0
21863,0.064,342,8,1,0,3,3,46,0,67,5,6,4,1,4,4,17,1,0
21864,1,295,3,1,0,27,0,51,1,50,5,4,4,3,4,2,3,1,0
21865,0.285,154,3,1,0,4,2,32,0,51,5,5,4,3,4,2,15,1,0
21866,0.566,260,8,1,0,32,1,57,0,95,5,12,4,3,7,5,20,1,0
21867,0.833,75,2,0,1,10,1,24,0,80,2,14,5,3,9,4,16,0,0
21868,0.083,75,6,0,1,32,0,25,0,80,5,3,4,3,3,1,11,2,0
21869,0.083,397,1,1,0,32,1,51,0,50,6,13,2,1,4,5,7,1,0
21870,0.076,214,1,1,0,32,3,36,0,74,7,11,2,1,8,5,16,1,0
21871,0.333,357,5,0,0,32,0,53,0,55,5,12,4,3,8,4,8,1,0
21872,0.916,140,2,0,0,32,1,30,0,95,5,6,4,3,6,2,17,1,0
21873,0.288,463,8,0,1,32,2,56,0,50,5,0,1,3,0,1,16,1,0
21874,0.666,195,3,0,1,32,0,34,0,50,5,4,4,3,3,2,4,1,0
21875,0.695,252,8,0,1,32,0,40,0,50,1,10,4,3,5,4,11,1,0
21876,0.483,253,2,1,0,34,0,39,1,63,7,14,2,1,8,5,15,2,0
21877,0.249,153,4,0,1,32,1,34,0,80,5,5,4,3,3,2,15,1,0
21878,0.333,113,1,0,0,29,1,33,0,90,2,4,5,3,1,1,16,0,0
21879,0.827,235,2,1,0,29,2,37,0,95,7,8,2,1,3,4,20,1,0
21880,0.916,130,5,0,1,34,1,34,0,90,5,7,4,1,3,4,15,1,0
21881,1,315,4,0,1,32,1,44,0,50,5,4,4,3,3,2,12,1,0
21882,0.166,111,8,1,1,32,0,31,0,95,5,2,1,3,2,2,18,0,0
21883,0.009,343,1,1,0,32,1,50,0,50,5,5,4,3,3,1,20,1,0
21884,0.166,397,7,1,0,32,3,51,0,50,4,10,4,3,6,5,13,1,0
21885,0.03,457,8,0,0,29,1,56,0,58,5,0,1,3,0,0,2,1,0
21886,0.833,466,2,1,0,32,2,59,0,50,5,7,4,3,5,2,19,1,0
21887,0.144,213,5,1,0,32,0,58,1,59,2,14,5,3,9,4,12,1,2121.46
21888,0.58,588,0,0,0,29,2,76,0,60,7,8,4,3,7,2,1,1,0
21889,0.253,167,2,0,0,0,2,35,0,68,5,9,4,3,6,4,20,1,0
21890,0.749,563,2,0,0,39,0,73,0,50,5,10,4,3,6,5,12,1,0
21891,0.064,114,8,1,1,20,0,40,0,100,5,11,4,3,7,5,12,1,0
21892,0.25,436,2,1,0,32,1,55,0,50,5,11,2,1,7,5,18,0,0
21893,0.497,109,2,1,0,32,1,27,0,80,5,3,4,3,3,1,13,1,0
21894,0.155,422,3,1,0,32,0,54,1,50,7,13,2,1,7,5,3,1,0
21895,0.916,395,8,1,0,32,1,52,0,50,5,8,4,1,4,5,15,1,0
21896,0.666,195,3,0,1,32,0,34,0,50,5,4,4,3,3,2,4,1,0
21897,0.5,457,3,1,0,32,1,56,0,50,5,3,4,3,3,1,6,1,0
21898,0.083,154,2,1,0,32,1,32,0,68,5,10,2,1,6,4,16,2,0
21899,0.724,109,2,1,0,27,1,48,0,76,8,10,2,1,1,0,20,1,27.1939577
21900,0.666,468,5,0,0,32,1,58,0,50,1,10,4,3,5,4,15,2,0
21901,0.749,385,2,1,0,32,2,50,0,50,5,15,4,3,9,3,11,0,0
21902,0.083,169,8,1,1,32,0,32,0,64,5,8,4,3,5,4,14,1,0
21903,0.049,363,3,1,0,0,2,48,0,52,5,6,4,3,6,2,16,1,0
21904,0.544,174,1,1,0,34,1,33,0,64,5,8,4,3,6,4,18,1,0
21905,0.416,201,4,1,0,32,0,35,0,85,5,5,4,3,4,2,12,1,0
21906,0.497,109,2,1,0,32,1,27,0,80,5,3,4,3,3,1,13,1,0
21907,0.569,324,6,1,1,23,0,46,0,50,5,14,4,3,8,3,11,1,0
21908,0.833,168,0,0,1,32,1,32,0,95,5,5,4,3,4,2,11,0,0
21909,0.249,136,8,0,1,32,1,38,0,90,5,4,1,3,3,2,19,1,0
21910,0.18,244,3,0,1,25,3,39,0,71,2,2,5,3,1,1,19,1,0
21911,0.25,528,8,1,0,25,1,64,0,50,5,20,4,3,9,3,6,0,0
21912,0.527,153,2,0,0,32,1,33,0,90,5,10,4,3,6,2,16,1,0
21913,0.916,499,8,0,0,20,0,59,0,50,5,9,4,3,7,4,9,2,0
21914,0.091,429,0,1,0,32,1,55,0,50,5,10,2,1,6,4,16,1,0
21915,1,303,0,1,0,32,1,44,0,50,5,8,4,3,3,2,16,1,0
21916,0.323,108,6,1,0,32,1,32,0,90,5,10,4,3,8,4,20,1,0
21917,0.749,154,1,1,1,32,1,33,0,76,2,16,4,3,9,3,19,0,0
21918,0.047,311,3,1,0,0,2,48,0,50,4,9,4,3,6,4,15,1,0
21919,0.905,522,3,1,0,39,0,71,0,50,5,12,2,1,7,5,20,1,0
21920,0.608,830,8,1,0,39,0,88,0,50,7,5,1,3,2,0,12,1,0
21921,0.5,438,7,1,0,39,0,78,1,50,5,8,5,1,6,4,10,1,0
21922,0.217,124,8,0,0,32,0,29,0,90,5,12,5,1,5,3,20,1,0
21923,0.93,458,4,0,0,39,0,59,0,50,5,10,4,3,8,5,15,1,0
21924,0.397,90,0,0,1,32,2,25,0,100,5,11,2,1,8,4,15,1,0
21925,0.25,103,5,1,0,32,1,26,0,68,5,4,4,3,3,2,19,1,0
21926,0.195,319,7,1,0,32,1,45,0,62,6,17,4,3,5,3,18,1,0
21927,0.305,108,8,1,1,32,0,27,1,90,5,2,4,3,2,2,13,1,0
21928,0.307,106,7,1,0,34,1,28,0,85,5,6,4,1,4,2,5,1,534.79
21929,0.333,489,0,1,0,34,0,60,0,56,3,14,5,3,8,3,8,2,0
21930,0.5,338,4,0,0,20,0,48,0,50,4,16,4,3,8,3,17,0,0
21931,0.083,293,5,1,1,34,1,42,0,50,5,4,4,3,5,2,13,1,0
21932,0.5,295,1,0,0,32,0,44,0,54,5,8,4,3,4,2,17,1,0
21933,0.083,475,2,1,0,32,2,57,0,50,5,9,2,1,5,2,8,1,0
21934,0.023,260,5,1,1,32,2,39,0,62,5,12,2,1,7,5,20,1,0
21935,0.336,153,7,0,0,32,2,50,0,68,5,10,4,3,5,4,9,1,0
21936,1,535,7,1,0,0,0,63,0,50,4,13,4,3,4,3,5,1,307.6993958
21937,0.333,38,2,0,0,32,0,35,0,95,5,6,4,3,3,2,18,1,0
21938,0.583,201,4,1,0,32,1,34,0,54,2,25,4,3,9,3,8,0,0
21939,0.166,479,3,1,0,32,0,58,0,50,5,10,4,3,6,4,16,1,0
21940,1,406,2,0,0,44,2,52,0,69,5,9,4,3,7,2,16,1,0
21941,0.428,73,1,0,0,10,1,24,0,80,5,9,4,3,8,2,6,1,0
21942,0.98,90,0,1,1,32,1,27,0,100,5,6,4,3,4,2,16,1,0
21943,0.5,184,5,0,1,34,1,35,0,50,5,6,4,3,4,2,14,0,0
21944,0.166,270,8,1,0,32,1,45,0,76,5,7,1,3,4,5,19,1,0
21945,0.916,287,2,1,0,32,2,46,0,58,6,17,4,3,5,3,3,0,0
21946,0.749,391,2,0,0,34,1,54,0,50,4,10,4,3,6,4,12,1,0
21947,0.116,174,8,0,0,32,2,35,0,50,5,3,1,3,3,2,16,1,0
21948,0.998,482,2,1,0,39,0,70,1,64,5,8,1,3,4,3,10,1,0
21949,0.666,405,7,1,0,32,0,51,0,50,5,3,4,3,2,1,16,1,0
21950,0.916,93,4,0,1,44,2,34,0,90,5,8,4,3,6,4,12,1,0
21951,0.417,190,2,1,0,32,0,35,0,50,4,10,4,3,5,4,9,1,0
21952,0.583,239,7,1,0,32,0,46,1,60,5,7,4,1,4,4,15,1,0
21953,0.333,533,8,1,0,39,0,68,0,50,5,2,1,3,2,2,7,1,0
21954,0.957,419,4,1,1,32,1,56,0,50,8,4,4,3,3,2,13,1,0
21955,1,423,4,0,0,0,2,69,0,50,5,8,4,3,8,2,15,0,0
21956,0.75,17,7,0,1,20,0,27,0,100,5,3,4,3,2,1,14,1,0
21957,0.416,132,6,1,0,32,0,43,0,80,5,17,4,3,9,3,20,2,0
21958,0.196,477,8,0,0,32,0,70,0,50,5,9,1,3,5,5,5,1,0
21959,0.583,159,8,1,0,32,0,31,0,50,2,21,4,3,9,3,17,2,0
21960,0.2,379,8,1,0,5,0,50,0,50,2,22,4,3,9,3,1,0,0
21961,0.333,306,8,0,0,32,0,47,1,90,5,2,1,3,2,2,12,1,0
21962,0.666,201,5,0,0,32,1,37,0,50,5,4,4,3,3,2,3,1,0
21963,0.833,157,8,0,0,32,0,32,0,90,5,1,1,3,0,2,20,1,0
21964,0.583,624,5,0,0,39,0,69,0,50,5,3,4,3,5,2,16,1,0
21965,0.427,191,6,1,0,32,1,34,1,50,5,11,4,3,8,5,15,1,0
21966,0.322,133,7,0,0,32,1,29,0,76,5,4,4,3,3,2,15,1,0
21967,0.249,388,5,1,1,34,1,51,0,50,5,3,4,3,3,1,15,1,94.02416918
21968,0.333,101,6,1,1,32,1,28,0,76,5,9,2,1,7,4,8,1,0
21969,0.55,295,7,1,0,32,1,44,0,50,7,15,4,3,7,3,14,0,0
21970,0.333,176,6,0,1,34,0,33,0,95,5,5,4,3,4,2,19,0,0
21971,0.002,318,0,1,0,5,2,45,0,50,3,14,2,1,6,3,18,2,0
21972,0.071,365,4,1,0,32,1,49,1,50,5,5,4,3,3,2,13,2,0
21973,0.05,315,0,0,1,0,1,49,0,50,5,13,4,3,8,5,16,1,0
21974,0.083,348,8,1,0,32,0,50,1,52,5,13,4,1,5,5,17,1,0
21975,0.583,216,4,0,0,34,1,38,1,50,5,7,4,3,5,4,12,1,0
21976,0.019,655,0,1,1,39,0,75,0,50,5,4,4,3,3,1,15,1,0
21977,0.416,219,0,0,1,32,1,36,0,80,5,8,4,1,4,2,12,1,0
21978,0.025,480,1,1,0,32,1,58,0,76,5,8,4,3,6,4,12,1,0
21979,0.109,248,6,1,0,34,0,39,0,61,5,12,4,3,8,3,8,2,0
21980,0.155,535,8,1,0,39,0,71,1,50,5,13,4,1,6,5,14,1,0
21981,0.705,271,6,1,1,34,1,43,0,50,5,6,4,3,4,2,20,1,0
21982,0.458,391,1,0,0,32,2,56,0,50,5,7,4,3,6,2,17,1,0
21983,0.043,438,2,1,0,32,2,56,0,52,7,14,5,3,9,5,12,1,0
21984,0.916,297,2,1,0,32,1,44,0,51,7,15,2,1,9,5,17,2,0
21985,0.416,239,0,1,0,32,1,38,0,90,4,14,2,1,7,4,16,1,0
21986,0.499,265,4,0,0,25,2,40,0,102,6,11,4,3,5,3,1,0,0
21987,0.841,451,5,0,0,30,1,57,0,50,6,13,5,1,2,3,14,0,0
21988,0.916,509,1,1,0,32,1,60,0,50,5,13,2,1,8,5,10,2,0
21989,0.233,556,3,1,0,25,3,67,0,86,5,17,4,3,9,3,16,0,0
21990,0.416,197,1,1,0,32,2,34,0,64,5,10,2,1,5,2,16,1,0
21991,0.131,23,2,0,1,10,1,22,0,95,5,5,4,3,4,2,20,1,0
21992,0.797,281,8,1,0,34,1,42,0,56,5,1,1,3,0,2,20,1,0
21993,0.833,207,8,1,1,32,0,35,1,68,6,16,4,3,2,3,11,1,0
21994,0.523,47,8,1,1,32,1,24,0,100,5,5,1,3,4,2,20,1,0
21995,0.25,191,1,1,1,25,1,38,0,85,1,10,4,3,7,2,2,1,0
21996,0.349,394,1,1,0,32,1,54,0,58,5,9,5,1,4,4,8,0,0
21997,0.256,256,8,1,1,32,1,40,0,80,8,8,4,1,4,5,16,1,0
21998,0.166,120,3,0,1,32,1,28,0,100,5,5,4,3,4,2,14,1,0
21999,0.032,672,7,1,0,39,0,77,0,85,5,12,4,3,7,5,20,1,0
22000,0.202,93,1,1,0,32,1,27,0,112,2,4,5,3,1,1,7,1,0
22001,0.499,397,2,0,0,32,1,54,0,100,4,12,4,3,5,4,17,1,0
22002,0.583,432,8,1,0,32,1,54,0,62,5,10,5,1,4,5,19,1,0
22003,0.916,328,1,1,0,32,1,48,0,70,1,17,4,3,9,5,15,0,0
22004,0.27,686,0,1,0,39,0,80,0,50,5,12,4,3,8,5,14,0,0
22005,0.916,303,6,1,0,25,2,49,0,50,7,13,2,1,7,5,5,1,0
22006,0.166,175,8,1,0,0,0,35,0,76,5,7,1,3,6,2,13,1,0
22007,0.463,93,4,0,1,32,1,25,0,100,5,4,4,3,3,1,15,1,0
22008,0.666,194,0,0,0,32,1,38,0,50,8,3,4,3,2,2,13,1,0
22009,0.784,482,6,1,0,39,0,66,1,50,5,11,4,3,8,5,8,0,0
22010,0.416,295,5,0,0,34,1,42,0,55,5,3,5,1,3,2,20,1,0
22011,0.549,130,3,0,0,32,1,29,1,125,5,5,4,3,5,2,7,1,1204
22012,0.62,505,8,0,0,39,0,70,1,50,5,5,1,3,4,4,15,0,0
22013,0.538,296,1,0,0,0,0,47,1,50,2,16,4,3,9,3,8,0,0
22014,0.338,122,1,0,0,32,1,29,0,68,5,8,2,1,5,2,6,1,0
22015,0.524,173,2,1,1,32,1,32,0,76,5,11,4,3,5,2,9,1,3761.332024
22016,0.091,130,2,1,0,32,1,29,0,60,5,10,4,3,7,4,15,0,0
22017,0.416,178,2,1,1,32,0,33,0,64,7,13,2,1,7,5,18,0,0
22018,0.281,168,8,0,0,32,1,32,0,51,2,13,4,3,8,3,20,1,0
22019,0.894,164,3,0,0,32,1,32,0,72,5,11,4,3,8,5,17,1,0
22020,0.497,266,1,0,0,32,1,46,0,50,5,7,2,1,3,2,13,1,0
22021,0.083,123,7,0,0,34,1,28,0,76,5,3,4,3,3,1,15,1,0
22022,0.497,228,5,1,0,32,1,37,0,50,3,10,4,3,6,4,17,0,0
22023,0.458,257,0,1,1,34,1,40,0,100,5,5,4,3,3,2,13,0,2346
22024,1,32,2,1,0,32,0,22,0,100,5,7,4,3,4,4,19,0,0
22025,0.666,48,6,0,1,32,1,25,0,80,5,6,4,3,4,2,10,1,0
22026,0.249,475,1,1,0,29,2,59,0,50,3,10,2,1,5,4,16,1,0
22027,0.27,99,5,0,1,32,1,27,0,100,5,10,4,3,6,4,17,1,0
22028,0.062,388,8,0,0,39,0,75,0,50,5,5,1,3,3,0,15,1,0
22029,0.749,204,1,1,0,32,1,35,0,50,5,9,2,1,8,4,8,1,0
22030,0.166,668,2,1,0,39,0,75,0,50,5,15,4,3,8,3,17,2,0
22031,0.863,496,2,0,1,32,0,65,0,76,5,6,4,3,6,2,11,1,0
22032,0.288,109,3,1,0,10,1,27,0,60,5,8,4,3,6,4,12,0,0
22033,0.1,90,5,0,1,32,1,26,0,85,5,3,4,3,4,2,19,1,0
22034,0.564,352,1,1,0,27,2,47,0,50,8,13,2,1,0,0,17,1,0
22035,0.499,400,8,0,0,32,0,60,0,54,2,20,4,3,9,3,10,2,0
22036,0.538,207,2,0,0,32,0,57,0,100,5,2,4,3,3,2,19,1,0
22037,0.947,85,1,1,0,32,1,25,0,100,5,6,4,3,4,1,9,1,0
22038,0.405,145,4,0,1,32,1,32,0,80,5,2,4,3,3,2,9,0,0
22039,0.055,143,6,1,1,32,1,30,0,60,5,6,4,1,3,2,10,1,0
22040,0.028,666,6,1,0,39,0,82,0,50,5,14,4,3,9,5,16,2,0
22041,0.749,522,0,1,0,25,1,69,0,57,5,5,4,3,4,1,6,1,0
22042,0.666,148,6,1,0,32,1,30,0,54,5,2,4,3,2,2,15,1,0
22043,0.833,120,6,1,1,25,2,28,0,72,5,7,4,3,4,4,16,1,0
22044,0.416,55,7,0,0,32,0,26,1,90,5,4,4,3,3,2,16,1,0
22045,0.03,139,8,1,1,0,1,29,0,57,5,6,1,3,5,4,17,1,0
22046,0.166,208,2,1,0,0,2,36,0,63,3,10,2,1,5,4,19,1,0
22047,0.416,73,7,0,0,32,1,27,0,80,5,6,4,3,5,4,20,1,0
22048,1,407,8,1,0,39,0,79,0,100,5,9,4,3,5,4,17,1,0
22049,0.583,376,1,0,0,32,0,50,0,50,5,4,4,3,4,1,13,0,0
22050,0.382,360,8,1,0,34,1,52,0,50,5,10,4,3,8,5,18,0,0
22051,0.815,263,3,1,0,32,1,49,0,50,4,10,4,3,5,4,16,1,0
22052,0.416,149,6,1,1,32,1,30,0,54,1,12,4,3,7,5,16,0,0
22053,0.666,516,2,0,0,32,1,63,0,50,5,9,4,3,7,2,12,0,0
22054,0.476,219,0,1,1,32,0,36,0,90,5,8,2,1,5,2,4,1,0
22055,0.083,200,3,1,1,32,1,38,0,72,5,5,4,3,3,1,14,1,0
22056,0.061,475,2,1,0,32,0,57,0,50,5,8,4,3,7,2,7,1,0
22057,0.513,104,5,1,1,27,2,29,0,90,5,8,4,3,7,4,18,0,0
22058,0.689,306,3,1,1,32,2,43,0,62,5,10,2,1,7,4,15,1,0
22059,0.246,49,2,0,0,32,1,34,0,100,5,4,4,3,4,1,15,1,0
22060,0.566,135,8,0,0,32,1,29,0,100,4,10,4,3,3,3,17,1,0
22061,0.143,207,4,1,0,32,2,39,0,60,5,10,4,3,7,2,17,1,0
22062,0.4,450,1,1,0,44,0,79,0,50,2,14,2,1,8,5,12,2,0
22063,0.055,656,8,0,0,39,0,74,1,50,5,5,1,3,3,2,16,1,0
22064,0.186,400,3,1,0,29,2,60,0,50,8,7,4,1,2,4,10,2,0
22065,0.333,200,6,1,0,32,0,34,0,50,7,10,4,3,7,5,6,1,0
22066,0.916,28,2,0,1,10,1,20,0,90,5,7,2,1,4,2,16,1,0
22067,0.749,275,8,1,1,32,1,41,0,50,5,2,1,3,1,2,15,1,0
22068,0.166,596,8,1,0,39,0,68,1,50,5,5,1,3,3,2,15,1,1326
22069,0.393,482,8,1,0,39,0,70,1,50,2,16,4,3,7,3,7,0,0
22070,0.916,159,0,1,0,32,1,31,0,57,7,12,4,3,8,5,11,1,0
22071,0.5,655,0,0,0,39,0,79,0,50,5,7,4,3,4,2,7,1,0
22072,0.73,134,4,1,1,32,1,29,0,57,2,13,4,3,8,5,20,1,0
22073,0.5,300,7,1,0,34,0,43,0,50,3,12,5,1,5,3,15,0,0
22074,0.249,105,6,1,1,32,0,27,0,76,2,13,4,3,8,3,18,0,0
22075,0.066,126,2,1,1,32,1,28,0,85,2,4,5,3,1,1,17,1,0
22076,0.497,109,2,1,0,32,1,27,0,80,5,3,4,3,3,1,13,1,0
22077,0.005,488,3,0,0,39,0,70,1,50,5,7,4,3,7,2,15,1,0
22078,0.25,510,7,0,0,39,0,62,1,50,5,6,4,3,4,2,10,1,0
22079,0.416,262,7,1,1,34,1,42,0,85,2,19,4,3,9,3,18,0,0
22080,0.749,162,4,0,0,32,0,32,0,85,5,3,4,3,3,1,3,1,0
22081,0.833,99,1,0,0,32,2,31,0,65,5,8,4,3,6,2,16,0,0
22082,0.75,134,0,1,0,44,2,29,0,76,4,12,2,1,7,4,8,1,0
22083,0.439,54,2,1,1,32,0,22,0,80,1,9,4,3,8,2,19,1,0
22084,0.249,208,3,1,1,32,1,35,0,54,2,14,5,3,9,4,12,1,0
22085,0.065,299,2,1,0,0,2,43,0,50,4,13,4,3,6,3,7,2,0
22086,0.583,191,0,1,0,32,2,33,0,106,7,9,4,3,6,2,13,0,0
22087,0.002,329,5,1,0,32,1,47,0,52,5,15,4,3,8,3,8,2,0
22088,0.583,149,7,1,1,32,0,30,0,90,5,5,4,3,3,4,18,1,0
22089,0.594,131,2,1,1,32,0,30,0,85,5,14,5,3,9,5,8,1,0
22090,0.75,531,2,1,0,39,0,66,0,50,4,9,4,3,6,4,3,1,0
22091,0.416,223,6,1,1,32,1,36,0,50,5,6,4,3,6,4,16,1,0
22092,0.833,94,1,0,1,32,2,36,0,68,5,5,4,3,3,1,12,1,0
